source_record_id,paper_id,pmid,epj_field,source_commit,source_file
epj-00015,PMID:32991410,32991410,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00016,PMID:37298942,37298942,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00017,PMID:35803194,35803194,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00018,PMID:33243039,33243039,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00019,PMID:33253481,33253481,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00020,PMID:32960038,32960038,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00021,PMID:34624208,34624208,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00022,PMID:34556700,34556700,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00023,PMID:37858269,37858269,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00024,PMID:37224249,37224249,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00025,PMID:33269869,33269869,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00026,PMID:37489250,37489250,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00027,PMID:34733798,34733798,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00028,PMID:39309437,39309437,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00029,PMID:39594597,39594597,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00030,PMID:39375389,39375389,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00031,PMID:37592344,37592344,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00032,PMID:35818212,35818212,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00033,PMID:34614460,34614460,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00034,PMID:35640874,35640874,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00035,PMID:37306910,37306910,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00036,PMID:34322779,34322779,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00037,PMID:41278475,41278475,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00038,PMID:41022187,41022187,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00039,PMID:33381816,33381816,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00040,PMID:39122361,39122361,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00041,PMID:41297821,41297821,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00042,PMID:34962914,34962914,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00043,PMID:39389577,39389577,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00044,PMID:35798840,35798840,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00045,PMID:36357755,36357755,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00046,PMID:34324179,34324179,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00047,PMID:35049079,35049079,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00048,PMID:34641822,34641822,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00049,PMID:41711070,41711070,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00050,PMID:36379346,36379346,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00051,PMID:32918322,32918322,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00052,PMID:32964256,32964256,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00053,PMID:36079904,36079904,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00054,PMID:32946440,32946440,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00055,PMID:36229649,36229649,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00056,PMID:41118575,41118575,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00057,PMID:36333143,36333143,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00058,PMID:37212325,37212325,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00059,PMID:34392483,34392483,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00060,PMID:41291020,41291020,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00061,PMID:33186545,33186545,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00062,PMID:39250478,39250478,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00063,PMID:38254949,38254949,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00064,PMID:37656709,37656709,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00065,PMID:32811306,32811306,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00066,PMID:36088496,36088496,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00067,PMID:33030170,33030170,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00068,PMID:37548643,37548643,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00069,PMID:34248980,34248980,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00070,PMID:41196142,41196142,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00071,PMID:39693144,39693144,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00072,PMID:39738052,39738052,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00073,PMID:40943362,40943362,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00074,PMID:41052720,41052720,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00075,PMID:36210029,36210029,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00076,PMID:37384523,37384523,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00077,PMID:34772984,34772984,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00078,PMID:39363190,39363190,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00079,PMID:33069701,33069701,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00080,PMID:33175525,33175525,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00081,PMID:39548089,39548089,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00082,PMID:34581420,34581420,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00083,PMID:41456766,41456766,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00084,PMID:34269112,34269112,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00085,PMID:33025817,33025817,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00086,PMID:41081102,41081102,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00087,PMID:34556002,34556002,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00088,PMID:41032336,41032336,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00089,PMID:32925984,32925984,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00090,PMID:36077453,36077453,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00091,PMID:34323956,34323956,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00092,PMID:35614132,35614132,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00093,PMID:39658149,39658149,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00094,PMID:41177601,41177601,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00095,PMID:36192337,36192337,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00096,PMID:34944104,34944104,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00097,PMID:36151578,36151578,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00098,PMID:36260070,36260070,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00099,PMID:34673227,34673227,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00100,PMID:39508834,39508834,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00101,PMID:34380279,34380279,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00102,PMID:39373541,39373541,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00103,PMID:39450990,39450990,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00104,PMID:39603203,39603203,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00105,PMID:33062708,33062708,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00106,PMID:37183394,37183394,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00107,PMID:39661508,39661508,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00108,PMID:34887865,34887865,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00109,PMID:37668143,37668143,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00110,PMID:39253328,39253328,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00111,PMID:34495251,34495251,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00112,PMID:34938294,34938294,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00113,PMID:38158047,38158047,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00114,PMID:36084088,36084088,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00115,PMID:34363721,34363721,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00116,PMID:39637759,39637759,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00117,PMID:39432569,39432569,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00118,PMID:37519267,37519267,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00119,PMID:34619158,34619158,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00120,PMID:39447098,39447098,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00121,PMID:36473133,36473133,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00122,PMID:41138419,41138419,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00123,PMID:41483518,41483518,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00124,PMID:41437306,41437306,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00125,PMID:33133099,33133099,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00126,PMID:34576026,34576026,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00127,PMID:41231338,41231338,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00128,PMID:33241406,33241406,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00129,PMID:41300698,41300698,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00130,PMID:36547703,36547703,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00131,PMID:35938508,35938508,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00132,PMID:34376150,34376150,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00133,PMID:33085553,33085553,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00134,PMID:34665769,34665769,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00135,PMID:40825266,40825266,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00136,PMID:37450158,37450158,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00137,PMID:40990705,40990705,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00138,PMID:39303609,39303609,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00139,PMID:36553455,36553455,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00140,PMID:34655933,34655933,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00141,PMID:39571829,39571829,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00142,PMID:37897866,37897866,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00143,PMID:35972247,35972247,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00144,PMID:40945854,40945854,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00145,PMID:40818331,40818331,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00146,PMID:39621246,39621246,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00147,PMID:38391184,38391184,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00148,PMID:32727537,32727537,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00149,PMID:34390603,34390603,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00150,PMID:32743952,32743952,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00151,PMID:34487267,34487267,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00152,PMID:39181428,39181428,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00153,PMID:37488435,37488435,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00154,PMID:37639527,37639527,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00155,PMID:34403163,34403163,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00156,PMID:39173393,39173393,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00157,PMID:37336394,37336394,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00158,PMID:35763908,35763908,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00159,PMID:40889171,40889171,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00160,PMID:37341631,37341631,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00161,PMID:35946987,35946987,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00162,PMID:36209116,36209116,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00163,PMID:34620213,34620213,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00164,PMID:32750382,32750382,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00165,PMID:37833312,37833312,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00166,PMID:37938573,37938573,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
epj-00167,PMID:32972820,32972820,Biomedical_Basic,2414f8d65cf2fe33c744c0a62cc05b6c77868367,reproducibility-crisis-commercial-software/output/extracted_data.csv
